drop,galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
2302,1002001,NGC 147 (DDO 3),0.629996454,58.22898739,23378.26907,0.652578828,13.10119971,10.05962347,0.656319841,0.525971587,167.8389608,74.74044306,79.89577225,30.0597201,669.6223144,44.63786819,123.7116209,81.837828,10.46017543,514.8824883,57.68145043,65.39959832,71.54206054,65.90916811,108.5282727,166.1118353,2.786446516,84.98431522,16.04375025,78.98943429,79.46313345,77.76485713,53.162394,81.71130261,75.19101235,29.61314772,50.78348511,2.463948443,30.99022936,375.8564123,473.9904531,29.28837549,15.89546524,22032.94765,6827.244597,15.83433104,106.4821572,22.37386639,13.40148978,8.605402818,9.782307983,13.76684438,13.11785783,921.0846111,101.8202959,28721.86821,10896.90876,46.2593542,98.75514881,50.78703806,61.91586632,26.94555153,10.59486613,52.26737831,87867.80131,116.8527948,684.3974202,98.78701453,36.11040043,8.549507706,0.657905929,0.699703708,1.006630115,160.4777038,165.3455955,18.83703991,11.31574566,21.32830907,0.818720516,0.044487523
2303,1002001,IC 342,0.897083998,76.54442057,42792.44676,0.941137688,14.82379295,11.97416661,0.924556192,0.805008252,98.02491681,107.4323599,127.5327019,-1000,741.7351712,81.54516388,73.52287511,54.84691425,18.45624157,448.8951361,47.54064402,77.09101896,80.65266191,61.04264561,63.2436898,87.38759929,2.834391456,45.11940114,11.32880956,29.24301719,71.06079871,65.98828226,83.32892772,82.23821443,73.92958337,69.23111989,52.62487527,2.318416799,19.59510824,233.197091,346.037999,24.55187713,15.01536575,40603.45357,7760.995903,17.04559706,-1000,34.75789288,21.84143852,13.71447756,12.69412953,16.914074,14.72278709,347.6988358,23.59582682,50477.38361,32674.85933,126.9796887,99.2963241,82.79344988,91.23948865,-1000,7.329310692,86.26080512,81133.23587,115.8109103,236.1026225,163.0845625,73.77333558,7.820345928,0.932638166,0.937154435,1.053344315,95.45836243,97.87337757,-1000,5.648773619,34.30766819,0.562569476,0.063972632
2304,1002001,Sextans B (UGC 5373),0.89559914,74.70293646,17245.78243,0.612302408,12.17545472,5.578067006,0.615862085,0.439439623,223.4954337,62.17023157,112.2822179,28.72010505,744.1756215,53.76377984,125.5016538,90.47076104,17.0887088,433.3010037,46.10700554,65.30576954,74.18349689,70.35899745,81.57016826,74.05650324,2.52529989,94.52198192,6.386318466,82.09997485,81.28654093,68.90194649,47.24496712,92.89509531,79.38983361,75.84702205,53.1915985,1.918469579,13.60232617,335.5902271,379.3619125,34.33315496,20.9094954,20760.29704,7834.913696,17.42551271,35.2280172,7.515960412,11.07288645,7.415391481,6.683683564,10.42316453,9.02755035,581.6278977,120.7927977,25310.1732,13689.12649,73.24972187,94.64007411,52.9973064,39.16321196,35.72197957,7.545327366,42.23305561,107681.8576,114.7038329,585.9835887,44.65080545,30.67275685,3.917255553,0.623845849,0.509017547,0.962488546,148.856631,139.3068295,47.45053212,5.242205078,-1000,0.766529437,0.063012664
2305,1002001,NGC 3741,1.040478328,92.69773832,52242.17709,1.143853456,21.69458715,15.48586108,0.95984865,1.139903303,79.7972511,115.1876077,137.3936791,32.71178607,679.9144608,106.0458366,53.57363737,25.87340333,37.15810885,462.3418214,58.26387475,88.26680544,91.2589429,79.22928029,54.13967383,49.72709715,2.106505005,38.76165766,13.99206677,28.70174434,74.88068313,74.70976209,91.35486599,77.29534578,70.84402664,88.59494232,58.48365278,1.915289406,28.215538,167.9053028,177.6278958,20.18513565,11.28161122,54551.95462,6210.151978,15.88947908,125.9181603,51.39302772,8.856793284,15.99389915,15.07298213,20.97003323,18.15750466,235.1659079,68.78857124,61103.42714,46926.62224,139.9347244,172.5411473,107.5521872,107.8559159,31.86337022,9.182257785,112.2614535,92038.89443,120.0218795,172.270685,147.0118139,112.1794725,12.24923345,1.033237335,1.046279755,1.095556041,52.87408962,56.12555949,31.91037553,-1000,35.30172742,0.2261734,0.318032833
2306,1002001,UGCA 86,0.816559569,69.64624935,18046.31966,0.584526243,11.8766574,6.661538599,0.696321126,0.454663781,210.5654923,88.45009621,70.74912355,-1000,580.5428091,79.14912467,121.1789879,74.02681006,12.53090255,557.3305293,55.59296325,73.07279693,74.85847428,75.05189759,106.8186438,166.5968892,3.464924573,78.70313673,20.14862597,49.36619859,67.82089905,59.87541331,74.35193078,84.36953944,62.83274749,82.55183537,49.84293905,2.951952597,30.75046313,281.8487136,358.9707496,30.56197671,14.32510261,16126.815,6518.392107,27.03602994,-1000,25.11433221,6.544628975,8.497764978,8.629761509,14.7691499,13.27325421,576.7784741,78.43561572,23314.2721,12371.35355,76.55691988,81.41397613,56.41298021,72.5967513,-1000,12.23972131,70.67096113,88044.06126,133.8430653,297.1025846,96.01262768,44.84968927,10.1207528,0.702197338,0.753604457,0.977784668,158.8642666,167.4234543,-1000,-1000,24.35539154,0.739084015,0.045154877
2307,1002001,Camelopardalis B,0.929974768,82.00532233,31905.49976,0.905414308,14.35340792,7.679274948,0.907349759,0.709005812,147.8538176,113.4544746,99.97233786,35.13726071,845.5707537,92.55337346,84.77174581,55.79383479,16.84980605,581.5129419,46.60796357,77.02430002,83.78564128,82.1655482,74.40447771,99.14395199,2.388919126,68.06914153,15.46490185,56.58252052,62.69445306,44.56199834,59.75756789,81.50380311,55.95688258,42.14028219,29.18285341,2.17079146,27.0262814,183.723866,290.6989252,29.54679673,16.82020787,31743.59469,6743.36033,15.36923797,98.60546067,16.21509782,8.305194267,9.549378166,10.08723137,14.95847933,15.76402519,419.1249756,50.15777201,44821.54755,20887.69858,131.1640965,96.80894418,57.75093534,72.22992344,33.74640908,8.671859409,66.70805405,112686.1462,120.1717471,216.1488652,108.3051792,57.15839396,7.206480519,0.862848754,0.885398513,0.952018188,124.2462386,96.42950105,22.33723443,-1000,22.03648085,0.702226977,0.057925812
2308,1002001,Andromeda V,1.203307122,88.94933888,52298.9892,1.02685924,17.48776849,14.12435945,0.948293686,0.969424565,91.24546937,127.1730151,110.7018487,35.78773449,688.9411036,101.5095702,43.99463895,32.34148967,36.53927144,488.7561508,76.24630524,85.21145043,96.2944791,69.40217536,51.45195544,43.22509167,2.577450788,43.29728242,9.874634006,30.44991202,73.60725943,59.53405356,84.22356819,82.56914243,72.83781663,87.21730453,52.87056578,1.84455672,23.59784756,158.4128777,194.8857112,22.8960035,14.8719944,52767.91617,10659.02379,14.49974501,68.82780398,18.94518255,9.063296283,14.51656352,14.21867089,18.05840234,16.16506417,348.4027261,39.20083531,71420.281,36688.55945,139.3140207,353.5359615,112.2874467,97.37946086,35.18283466,7.925913071,99.34851329,113043.2017,117.0215775,228.5959839,114.0867033,98.25569255,12.04896416,0.991583728,1.032549588,1.086428057,53.21278835,69.96531924,23.61724637,4.419699746,26.07280023,0.343641413,0.226058076
2309,1002001,KKR 25,0.567031007,65.21469866,19005.69387,0.747770432,11.58178299,8.88478211,0.63456372,0.608191941,202.528974,62.65691517,67.35946167,34.61139334,785.3795268,58.4363912,201.8878411,124.2496023,13.70212993,566.7935902,56.6500663,57.60603997,59.32296312,112.8273631,105.5015593,174.3193001,2.146428839,104.7869176,12.04151325,70.88910372,66.84524003,67.46526156,60.63610705,70.07940114,63.69945402,36.09866666,60.47473625,2.021115409,25.05882207,459.2348983,507.4667836,71.0397966,56.2361296,22609.20238,7573.57422,12.68630121,91.98144965,18.13801577,18.5775086,8.989323564,10.12714274,12.18742646,12.42468844,1276.282603,118.0121361,27213.65478,16559.55497,65.77869708,82.93835696,-1000,-1000,33.32297383,11.29747545,-1000,95362.25917,109.8760033,389.2588168,95.47006094,39.1276293,5.873819455,0.682079361,0.707635432,0.946899816,170.4907201,178.3249578,30.42738266,7.042560368,24.05144342,-1000,0.044456878
2310,1002001,"Small Magellanic Cloud (SMC, NGC 292)",0.884787697,72.73182022,17411.62093,0.838303934,19.21892587,9.813508041,0.89166211,0.757358867,108.7202081,113.8735229,99.33829907,27.93684014,1131.378134,100.4635677,81.53347172,59.14058256,18.18080585,571.4479747,59.83833076,77.21890983,85.44158594,88.43570993,66.7980844,130.5645654,3.24295395,54.63360632,14.22587611,42.75837033,75.82615183,66.65012896,78.95539488,88.53269851,72.11266693,90.73001556,52.01867981,2.521477931,27.23703607,219.1487306,351.9403307,19.54681754,16.9959997,30675.05154,8951.999506,17.00432546,84.23267444,18.36771315,12.75510939,10.28550243,9.246395803,18.22525316,17.07359557,446.9208722,80.65808121,38816.45423,23535.50921,121.2284572,160.0518286,71.83664564,69.55282692,27.06626316,5.564807033,62.2446876,117320.697,140.7676983,203.4604517,144.4366694,67.08953201,11.61173074,0.902221364,0.864394564,1.077445954,101.628303,124.6489385,18.81284753,5.173810581,25.23218508,0.681426963,0.058638446
2311,1002001,Andromeda XXI[57],1.005819613,79.02885837,29485.03215,0.830092297,20.39638496,14.42124624,0.964561605,1.0193568,104.2010312,106.0639866,110.6221702,30.18529233,635.3360989,89.80224175,49.13702448,43.90993634,28.02957509,564.2820652,37.36171893,74.10380514,86.85449816,86.8589609,50.5306966,68.87680262,2.453844337,40.90300535,19.15716041,51.79935114,70.50455769,72.95587603,67.00834368,79.22562559,64.26406654,58.25092766,65.14911919,1.600543332,30.51487392,244.6699562,449.856437,23.5423705,10.76763329,33444.31547,8582.923735,13.272223,148.7081321,27.94247273,9.605410131,13.89408471,13.20922051,18.68027682,16.17214426,329.6879449,44.33678203,35350.49225,22969.70685,136.4368903,-1000,104.7895486,108.9982468,29.79717248,8.135049129,106.3951309,110324.5466,116.4039059,317.2751844,109.9000142,50.0797706,7.584238809,0.947563289,0.916967993,1.128022846,95.73290941,99.77431504,14.26472898,4.305299098,22.62167391,0.399609277,0.093590088
2312,1002001,Leo V Dwarf,0.726515372,62.83344838,16543.19916,0.700066056,6.633962134,6.199386895,0.537780502,0.374032963,227.1870216,99.64698,86.25456815,57.41143145,771.2215702,97.1491747,123.0641089,100.7467478,13.15788747,530.8687628,53.22773803,66.14251056,68.34805234,80.87028999,98.33335386,87.17380013,2.578782403,75.16732448,19.01255749,77.2754077,71.33806096,65.95746424,56.04787734,87.48097887,65.70829592,21.71530523,48.2677971,1.959822236,36.56132927,354.9017356,444.5517246,50.22971178,33.16501144,-1000,-1000,15.85650506,133.7733069,17.73844105,12.54956474,-1000,-1000,7.058736491,6.786837453,668.047863,60.48106747,21896.7269,14847.52891,86.57768571,87.6798659,-1000,-1000,40.97460749,12.28727244,-1000,133074.8497,57.56279257,692.4584639,67.37438937,38.79134954,6.980268427,-1000,-1000,-1000,-1000,-1000,29.15689633,6.689144006,-1000,-1000,0.041075554
2313,1002001,Aquarius II,0.66026611,63.22485556,20757.049,0.724084163,11.43942977,10.06797343,0.634291553,0.563968189,182.1278778,83.1427157,16.90686844,32.58584157,691.1884246,86.67732456,130.8391594,80.15469281,11.94266373,524.501468,55.10032834,65.19618181,66.78272948,62.39010374,99.49539527,164.0157587,2.931016507,101.6400975,20.69119664,57.15666021,80.56925746,84.35342857,55.15779996,81.34408623,69.03933341,87.82386106,58.06661438,2.018965092,38.60247592,422.7766213,472.8948294,50.02574308,32.79126176,22344.70445,7415.929803,24.56639388,182.4816357,20.58748219,52.35533344,8.686952981,9.295187752,14.14239915,14.33151965,876.6834665,91.01085409,27634.51692,16408.56365,44.75075059,76.19227581,62.35245278,76.64791374,34.35432038,8.80390732,72.37849722,108844.2984,124.933578,569.6085579,114.491251,32.22395785,4.519958752,0.705912522,0.714657941,0.984078848,152.2444312,153.0456525,-25.95496817,6.838637957,15.06059945,0.855896364,0.046040654
2314,1002001,Andromeda IX,1.059540262,88.29377456,55112.99171,1.127077203,18.13249304,12.53950112,0.943864652,0.852592826,79.30926152,128.1710426,126.5245153,28.40474141,901.0020391,89.63114668,48.39701631,38.09103561,34.55491676,498.4791036,65.7105333,85.29273146,87.90894528,72.87049685,40.41995342,64.28960417,3.10092462,49.47890374,16.29948225,26.74425216,57.36399482,51.84501327,82.11947559,70.90775275,55.3937262,54.3219359,48.25974195,2.65290624,44.40400095,164.1924885,254.863247,48.90177487,15.53571002,48250.9977,9480.367413,14.77874912,88.52599899,26.41706101,10.57302226,12.32485101,12.17805164,18.42265338,18.32876186,336.5099996,36.79704814,69804.21189,35819.8033,140.7729844,176.3625105,90.27082928,100.7778992,27.9170657,7.789969974,87.58318346,138869.9362,109.1122279,221.7800368,162.1576456,69.36137631,10.33975666,1.000202501,1.018313247,1.035011785,70.10129377,72.49206521,23.185902,3.460955212,17.16585277,0.368470572,0.165865971
2315,1002001,Boötes II,1.007886412,83.7777345,35657.75654,0.907973263,16.13412631,12.64247135,0.896839869,0.889301692,95.88398966,130.1267436,127.499699,25.44297611,679.2405969,56.24120078,58.26120166,39.13901533,27.19588843,505.714208,41.49501306,86.12283064,88.43087914,77.13509352,57.83303467,100.8764585,2.402542924,43.03053816,20.58878062,28.69524375,79.30394663,79.56741672,93.93434678,82.81398245,70.11157309,37.06852234,60.2258591,2.145569437,42.14479684,206.8641757,255.8230094,19.65742905,15.4076225,34455.10973,4582.773024,19.53636055,140.1621842,28.42168508,10.49537786,12.63363668,11.73358892,18.90882963,16.51789671,397.6976172,41.16871907,39897.44708,23339.65707,146.0618895,131.595356,115.2315879,111.7031528,24.29288387,10.08483356,112.1360459,109225.448,115.3795528,192.5745805,136.3733373,81.87529848,9.682424263,0.972627846,0.96766116,1.085367192,82.12093024,103.6223561,17.82032706,5.336905242,24.54345212,0.510685417,0.100518183
2316,1002001,KKh 086,1.061884192,86.29913422,126278.042,1.22945102,15.18289341,12.03890272,1.050690466,0.921001162,78.05867937,125.1495195,122.2745021,40.11415338,665.5956688,117.0992814,61.74254619,41.93559999,9.662543757,454.2362826,54.72189721,86.13773039,90.09826615,70.406147,47.83855728,73.33379079,10.77243902,26.71108734,6.658677081,27.66870463,94.3171695,65.99478443,74.79777058,101.2662976,90.86294482,17.64855148,25.90524013,6.982839975,14.13357356,157.9332093,209.2615744,27.728591,15.5866775,125356.6322,7261.552848,15.1626453,134.7026632,15.35945639,30.99575586,12.4338958,10.97190603,16.72495091,13.75272068,280.1083394,33.72635237,152606.3516,53380.19665,139.1849995,113.3698936,86.82818329,81.70781567,-1000,6.683385961,82.75080996,105244.226,114.9942091,248.7999015,134.8066986,80.36939607,4.287795767,0.975149768,0.971065735,1.092185973,76.0582548,73.02765993,46.75428184,4.145915675,36.81776872,0.697678435,0.054898956
2317,1002001,Reticulum III,0.517442813,61.73807944,24766.58906,0.487684991,7.881155735,5.283927661,0.50334123,0.393759244,236.23053,59.44552331,56.95237987,30.32877441,652.8815447,47.87873348,224.5355373,127.5446232,12.7252691,466.9919719,38.40556136,57.19370226,59.10808314,58.28601778,126.0686084,263.2738279,2.505055051,124.5369024,6.284111194,106.3111933,84.31592439,76.87116379,32.52128711,90.54881796,84.85526516,26.68030434,48.84552841,1.654647858,16.36749531,478.9205129,517.6733281,77.41840444,60.90446439,17822.20297,6270.545689,14.98035983,114.656953,15.18952283,18.63166724,3.570274252,5.36757468,7.887437368,11.20847336,1502.115464,126.7247902,19310.96962,11666.89636,30.93425496,85.80783536,-1000,-1000,29.43876581,-1000,32.58936423,43906.42607,86.71695995,320.6435854,71.78220992,26.67291212,7.320086671,0.494046671,0.639698612,0.847120373,207.762435,207.6333279,7.370069655,6.615738148,-1000,-1000,0.042603754
2318,1002001,Andromeda XVIII[60],0.824026801,76.00610435,18780.09925,0.696234427,13.69368578,8.257961032,0.701106397,0.623591865,167.9757611,99.86307995,48.66478584,-1000,931.7437087,42.72077542,89.34304697,70.07226708,14.46997256,454.7657063,61.85818521,75.32937437,75.14525125,62.05076616,96.39323291,83.09166719,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,113.0823581,-1000,-1000,-1000,264.5183339,313.4041866,26.10015876,15.60563956,21194.43788,6475.339551,10.00207917,125.281603,9.450514323,-1000,-1000,-1000,-1000,-1000,485.400929,32.20456899,-1000,-1000,85.91674068,38.15817049,-1000,-1000,-1000,14.52081191,-1000,95359.4778,125.3866819,315.1917997,-1000,-1000,13.66110304,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,0.042157108
2319,1002001,ESO 274-01[70],0.735961982,64.53095279,15487.65611,0.740435516,9.139709967,4.024781093,0.534886504,0.494425465,195.7555046,62.37446781,44.70445769,29.21802598,855.4819063,56.80830984,131.3894268,92.06451245,14.32082806,429.4712609,54.20359269,65.18583715,71.8739308,61.77371082,110.8806064,147.7839317,3.317748608,64.85485467,20.86666912,67.23147813,60.49597418,38.71084838,54.07276781,85.02815541,55.70119425,-1000,27.78730078,2.490342395,40.32203077,375.2838076,390.1622668,45.68949735,22.87813141,22257.55724,7289.854097,15.59379243,61.31323499,26.51765616,14.02287296,5.58069561,5.98567302,9.511993798,9.738402474,867.747062,107.5517227,29286.95162,12121.79692,52.06622964,72.8858133,29.58832671,47.6600695,23.76114063,12.23706653,45.96232296,94282.7302,81.05416157,302.8763316,98.75668305,43.99668392,7.452923621,0.626343857,0.668197209,0.88745712,180.8924734,166.8394145,-11.96783983,4.126033625,22.22964587,0.842665486,0.042689781
2320,1002001,Draco Dwarf (DDO 208),0.658841267,60.48193588,14245.10453,0.423997151,7.806964091,6.674971075,0.531932445,0.37998716,222.3336372,76.96184513,87.55118537,21.02810878,917.3952283,36.12422529,180.4624178,106.8063562,13.54533871,486.261142,38.1161279,60.36661809,64.4353233,64.33384213,122.8138936,115.6026275,1.908699296,125.311547,9.021205272,112.4235325,93.85117776,99.76860736,21.27960112,89.90132748,92.4162846,33.74009023,35.6659896,1.481455263,15.37722655,419.8101996,482.5074817,32.91353896,14.99161347,19032.72213,7913.548629,13.70938986,75.93507933,39.5298767,27.25171778,4.823477283,5.877763852,10.67154025,11.20540771,1337.315527,132.0597232,22044.43897,15309.78828,49.09359131,76.70704224,25.63942783,29.7690386,18.11707466,9.686737007,28.56967668,128142.9162,106.6655793,288.3475389,58.42246615,34.61116225,9.985525438,0.507355566,0.528784923,0.991823834,176.9299064,193.3398496,-13.47349385,6.915753289,9.134610807,0.72527758,0.042106471
2321,1002001,ESO 325-11,0.934493089,78.51644168,22016.90756,0.923099928,19.16587426,10.89454982,0.846976771,0.891975062,107.6679724,112.3009209,128.784432,26.12839299,653.5616687,115.2838227,64.51218058,47.51025156,30.53449067,398.9457679,51.75266126,80.91882981,89.63810297,77.8264485,63.86612248,117.5894352,2.895823488,48.55869743,16.63171213,35.13356004,71.34011622,67.71248526,88.171558,83.05415845,66.97076266,30.527282,55.63359391,2.15144444,39.76706292,160.6311325,247.8937806,22.8773401,14.33171797,30523.13279,8909.990756,14.996757,85.73027084,22.15281352,8.160913939,10.83143744,11.24848451,19.40052251,16.60338451,303.5170651,73.08178363,45213.17483,25798.01449,134.4845947,91.41792927,78.54894769,80.09908955,24.49414644,7.808499819,75.25144607,82090.04414,124.8711663,190.5530099,122.0407675,68.37767844,11.75424452,0.944065677,0.938543307,1.109563731,88.64403291,105.1743604,21.61878287,4.944930102,22.95442449,0.519739186,0.075736942
2322,1002001,Andromeda XXII[57],0.975200568,82.61900196,24894.94521,0.923920857,16.69830091,10.98004167,0.751186853,0.751092507,140.4864232,114.8800644,122.4192897,32.40137349,696.840628,64.83557388,63.00496606,47.012224,18.93358118,480.3575203,61.65897821,76.96046688,85.63156814,74.74738351,56.36836206,86.10515338,3.601788009,45.68985619,15.25618102,33.74182429,71.374074,58.19005358,74.24526141,84.6214409,66.6795586,43.51258954,45.60335778,2.505149853,35.30695306,211.4723312,341.4161051,22.85245948,11.66453788,35090.80303,6039.020813,17.23645937,168.6200183,24.7969619,8.584872548,10.80765909,11.20367357,17.42123188,16.21064496,414.8641141,49.5979778,44627.93192,24833.91949,132.9241455,161.1473516,78.10898061,76.75255799,29.50426339,10.39731367,77.21188187,99183.12879,120.6154272,204.988625,139.9761231,60.87112648,6.944164245,0.896291073,0.892822419,1.030406674,110.4452227,103.9207336,21.07247234,-1000,-0.853455316,0.547731593,0.073495167
2323,1002001,Cassiopeia III (Andromeda XXXII),0.975175341,75.80879063,23739.22663,0.839547665,15.75458584,12.85067238,0.858926846,0.816044278,125.4245311,117.1125809,126.1584138,36.17548434,653.8616756,109.5691748,61.65013756,50.27258665,15.13515721,405.8486008,46.70082595,80.06320168,83.74640295,69.26736881,92.34008566,80.00317348,3.154136209,36.55603347,19.34534451,25.71678007,52.39910539,28.08619453,87.38518481,74.85655479,47.84581869,24.77818352,20.64610052,2.981995559,44.84476394,230.0092066,254.1906301,19.45464819,15.09541751,27232.66724,7473.221713,20.86712647,177.0138124,20.29538431,8.110358039,12.70672537,12.78216075,16.48107485,15.1605319,396.7741633,34.19910485,40820.90877,13651.57694,135.2889099,164.6251376,79.28475172,86.89847215,31.66671203,23.72224083,93.8556859,92602.7779,113.0185969,170.757063,138.1067274,60.68986807,11.42009885,0.803192062,0.924449849,0.948172788,135.2179621,104.7893573,24.13230682,-1000,17.72784185,0.72112168,0.065813682
2324,1002001,Hercules Dwarf,1.061957297,90.59972816,18898.25367,0.769516344,14.54250607,12.18522353,0.765681259,0.77764758,112.9602288,113.3053705,116.4128525,18.56920816,935.8775791,102.557127,55.51373094,33.97428031,23.68595996,518.829441,53.47269318,82.30081278,89.41301293,65.64360053,51.72943318,104.8971578,2.979942418,42.46592397,9.54726381,47.11476806,65.42693261,57.02849195,76.90892596,75.93881535,63.68780296,51.13657683,53.31992541,2.037679576,22.25459163,170.3396558,244.0731831,19.0988289,12.131469,-1000,-1000,-1000,87.50350063,44.57321998,9.144617863,14.85262946,13.17173235,18.2363823,16.21274964,407.6226722,61.41547988,29170.38924,14916.79101,128.6053556,-1000,98.74361237,96.52685522,18.46720824,-1000,92.48251115,99998.81383,121.7139791,203.4441428,60.23411703,45.91593346,12.0777702,0.896787545,0.897819624,1.033886814,97.18984052,102.2919472,-1000,5.348541494,-1000,0.550440598,0.05052205
2325,1002001,Tucana III,0.950041857,79.71312124,34144.47794,0.875742458,14.19688666,9.168292976,0.889632606,0.685222309,113.6958455,103.3299311,113.7198322,44.61931735,831.1557627,89.09248772,84.95336043,53.32170765,15.80492935,484.5889365,68.09957818,81.30097891,83.66826751,87.38581318,77.91989876,71.53041202,2.871053064,55.77831411,22.90093104,37.23688912,53.95244241,26.82852915,77.42789077,80.79381134,45.78293449,26.30449122,27.93467114,2.241063946,44.11949999,207.8388147,248.0293699,28.62028587,16.18127148,30817.1187,7061.159252,15.67964856,115.4081412,20.05391824,23.47795261,7.904271162,9.867081481,17.59966318,15.76857301,425.915269,30.01308752,40767.61742,17840.10692,132.1590466,80.4586582,55.89514743,58.54621079,38.94045269,8.85420254,53.58669976,95321.64008,124.2880818,255.7011575,110.6110467,38.30000027,7.360552367,0.753034857,0.895891258,0.915946464,150.9328834,111.9038244,35.68979668,5.167682419,35.80695947,0.756481763,0.061292522
2326,1002001,Pegasus Dwarf Sph (And VI),0.991114108,91.83821439,39959.40663,0.979589062,19.39556192,14.05308613,0.978921311,1.004468619,79.06708424,110.58027,135.6404464,39.94418824,817.7962721,104.280664,45.38177488,39.81908346,20.30357645,504.1726291,65.21067923,83.25704455,90.81142877,89.79590118,45.99689913,51.05207912,1.902015878,49.57425484,10.3934613,31.13277687,72.57587322,68.3746405,81.55154811,82.33293163,67.81663943,89.96985005,52.35143132,1.84537866,22.65898261,142.3168026,247.261718,16.81286972,14.05487828,44183.85248,8134.93705,12.64724625,136.0828582,23.8110909,8.361914565,13.95737219,15.49630202,18.67580925,19.8853795,285.1355069,29.66388253,59619.62234,29312.74832,125.9637816,177.5234506,105.3850918,113.8122263,38.86951075,7.749373142,110.6135088,105387.5664,116.40156,284.3198711,139.4047178,110.6277852,8.208131478,0.999443136,1.057044331,1.016803209,71.47405552,62.70213533,33.04910928,-1000,27.70456241,0.340385619,0.140066009
2327,1002001,UGC 8508 (I Zw 060),1.123666779,89.63240988,39871.50984,0.970294575,20.30519281,10.64026853,0.918678743,0.79809724,80.10204148,121.3141452,139.9053751,30.9763761,864.7126114,79.19144538,56.15458349,35.32306115,32.02677528,439.7302569,66.31203515,84.38263119,88.22227755,81.31046422,49.00376546,64.04198517,2.663330113,45.14191512,15.02856971,37.00657174,70.55676024,68.54253529,70.74383365,76.80565788,68.76627422,61.34373958,56.31131549,2.651595909,29.31576843,173.7086376,254.8517432,22.14729774,13.82482301,45723.19137,7796.321734,16.58816407,112.4549099,29.85697941,8.812174467,9.888338606,10.31908583,19.32555177,17.44129145,350.5908993,53.23229901,52919.75074,33573.40225,140.2885268,232.487379,64.60495076,59.54226381,28.26880814,7.412098412,62.46874036,121850.6165,133.1761634,220.2165438,159.4877594,67.81840233,12.40047038,0.931894353,0.938736223,1.064985945,87.46961504,93.39821092,18.92786227,5.008797935,31.77138781,0.342098611,0.137365697
