,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
Gross galactic product (GGP) per capita,0.0458807412133658,0.534958352886424,0.5464537438173852,0.9033344032615905,0.763144663987496,0.5014777522925381,0.4804691050282103,0.6398963625712552,0.5146896747343311,-0.68330205851042,0.5026561563177682,0.5565361157156139,0.027074056851643873,-0.0123156646787322,0.6346132642429138,-0.5044366747327049,-0.5339208462005186,0.37990252489669996,-0.014446794384213726,-0.01638787269239609,0.5884604519194788,0.5512672599184769,-0.031623237563602476,-0.5979985861097016,-0.5065931241233993,0.3187265459605123,-0.6522995281001187,-0.10837469290445662,-0.6123701931286278,0.002442530045067672,-0.09487340519908335,0.6221683959813538,-0.03154208387918494,0.01690096898609085,-0.07993828317468978,-0.07095767164089818,0.258147121480862,-0.030801091526220993,-0.505406987185059,-0.539063802750033,-0.32261189918243666,-0.3228058538423258,1.0,0.028607084949579902,0.18864729960150733,0.33290028523691,0.16685563930336594,0.011550858878221614,0.5097423307695959,0.49396407473139387,0.5294249212289234,0.5156081058829804,-0.43515167575957703,-0.4677806619821786,0.9404428279768214,0.8727403491341688,0.5125699851819517,0.4113476726351468,0.47352065138251087,0.4356517329970333,-0.019984696984487883,-0.22732592841686217,0.4461856997202044,0.04827007095694126,0.10708573528961926,-0.36397972442498117,0.5228870487356886,0.6705291028130727,0.10603540834138084,0.6620755740038062,0.6709642908366807,0.3969686529734372,-0.6944290147531172,-0.7196403502637443,0.3269122985479595,-0.16551119387960195,-0.20234856622506223,-0.5454830685665245,0.5617263487544013
"Gross galactic product (GGP), total",0.02398903951144716,0.05813042361248307,0.056983071770346304,0.01811958463111129,0.07465097123669878,0.026582262762363675,0.05051529624945922,0.055712811483417356,0.039786819963499524,-0.053604952338902015,0.057673336978372104,0.023834405651975872,0.01400230405866538,0.8942260102751718,0.03036277131976144,-0.017390003233951516,-0.019594933300019258,0.06810839063922969,0.9040865835626849,0.8968973879211336,0.0502400670995649,0.05660224941117893,0.8929687836491355,-0.09948614023000009,-0.06785673328682633,-0.02309552190289257,-0.0016462541772854947,-0.07559901189131174,-0.01542763232765121,0.009249009516611086,0.015275736294722774,0.005678411385834789,0.018949591614325252,0.041507247359381313,0.0153061085904605,0.02179266553033728,-0.027746755521749298,-0.058205873005973525,-0.056296137734778415,-0.0496317716109586,-0.006626526674003449,-0.0019745098590016096,0.028607084949579902,1.0,-0.020122491336613334,-0.0931258622505471,0.022403138185994858,-0.05156781114989026,0.0501377567734881,0.048823037627464344,0.018223614356423667,0.037044202282294415,-0.013205305893362777,-0.06907476118346635,0.03262877014867864,0.04325178380436169,0.05157806008487667,0.18700131146304433,0.033723410861693476,0.07666919444278239,0.012931344566009738,-0.09193231921450977,0.06845810193827953,0.9063733677496364,0.02381303087690398,-0.019455073617384307,-0.011453364978042394,0.027355397495831775,0.1449300561361317,0.05948109711462821,0.07541709640605918,0.03363791461245323,-0.0587952449406746,-0.052731479683911675,0.02613441824440179,-0.051170111348067746,0.01774163573554266,-0.036368739854724184,0.001615275433218204
"Outer Galaxies direct investment, net inflows (% of GGP)",0.06066170089036874,0.11140452153942819,0.10915898490800556,0.13640687689957184,0.11991968787031361,0.0817940027333596,0.11633881460782829,0.12105406433749032,0.10357627137480664,-0.1134484357620244,0.07459788856123381,0.09040279008761924,0.03210559428703078,-0.019804519962439184,0.15333181244555502,-0.09379512096789341,-0.10512863421440564,0.13683504011268832,-0.03496775960436279,-0.03911362777271769,0.12925626013473515,0.112004138481343,-0.030740054809055183,-0.1407714463659841,-0.08979085127230134,-0.042147151869402,-0.09902660793068102,-0.0036547337089019457,-0.10684109617565786,-0.02596387945814803,0.01795407014493252,0.15066917228959523,-0.09309206371097903,-0.04436630943922463,-0.03601154690759371,0.06882064622068461,-0.056936154545324816,-0.030670152422411244,-0.07406380585997119,-0.11221838469537883,-0.07053961416080413,-0.10914322472556266,0.18864729960150733,-0.020122491336613334,1.0,0.4528754727644437,0.044415944960367285,-0.0038754388953052047,0.12213913585909131,0.11741076191859541,0.10323588060244049,0.09539782662486124,-0.08095253316893257,-0.07452976847255556,0.14703854182997425,0.15365293301760113,0.062089314153436215,0.18505705636498865,0.10534726499703927,0.11448980923885475,0.03997727147498167,0.018487811120324594,0.11167771347630988,-0.004112069892503458,0.029173286549846186,-0.05958117873956608,0.169125801700736,0.14291563557836356,0.06345439732601944,0.13345778922554133,0.11809570422738058,0.1249781281379903,-0.11915087973831595,-0.1499179166892469,0.011852654673662723,0.00661954533684465,-0.4763942336626442,-0.14912637410193647,0.15874855988246458
Exports and imports (% of GGP),0.058407009354458424,0.20627123598125188,0.21112600359248232,0.28735840115106076,0.2862179508292008,0.191195700085591,0.2337401227861314,0.2616810924759334,0.22358490168883674,-0.21968217375283464,0.20164058348621394,0.21346594458594065,0.1419374584331357,-0.07853442876391943,0.21751127374723944,-0.24312045701904303,-0.24207290602110462,0.09041712923836485,-0.0929084120411889,-0.09083606357933086,0.22707247887223356,0.21553647315659474,-0.08332501713249835,-0.2524231766289158,-0.22910025828305805,0.06209735204253666,-0.2891108129723086,0.047190428530475864,-0.29938392570089795,-0.10705688405909193,-0.07285360344426899,0.29993770801506986,-0.14148022256624415,-0.12971622425197038,0.030031521645145613,0.06467356932691341,0.08876457430670456,0.0263221033770377,-0.18648944778437407,-0.19103341908185897,-0.1855784146394139,-0.19118434140593593,0.33290028523691,-0.0931258622505471,0.4528754727644437,1.0,0.018396311068086507,0.03732107774590149,0.21741128803061968,0.23132417167830116,0.2159311916334702,0.19871200368797842,-0.19024108373622445,-0.27842287225656914,0.2990568703171453,0.2871563167656788,0.19617288910103317,0.16422123152583334,0.2290455194074056,0.2179339272284514,0.14161217510064028,0.1121953240521442,0.22042913306159642,-0.04183128762715629,0.09132911910894247,-0.06409066630008767,0.32549085340351713,0.25503624630292343,-0.031348827133494093,0.2737473047083961,0.25791200402072445,0.20889418556718797,-0.2274490156138869,-0.2524174438094757,0.06692503546917879,0.02744171345670576,-0.3175499616569336,-0.2558377937263618,0.2118807597552527
Share of seats in senate (% held by female),0.13484070740862114,0.15246126162114423,0.15311734004404523,0.15698586911074378,0.16414188257011328,0.2694437761633773,0.2318441844614509,0.2115725002649883,0.25255988984060923,-0.21461576947364241,0.09043638337225189,0.12736019797473128,-0.149189395713206,0.007506054282763255,0.1774200756196057,-0.13432430998123682,-0.1575157727082286,0.33845156181434893,-0.006453848596587932,0.007744977214141356,0.156258308394597,0.17659031645859444,0.00018892257089327797,-0.21452049219528765,-0.15726032941040233,-0.12368946575620034,-0.15834153985665148,0.02783187342682674,-0.16197173360596404,0.13958202039419834,0.24020973208859217,0.18649063004536096,-0.053691148677086416,0.12103396310896239,0.03252595492948955,0.21294489166999553,-0.13244563790244784,-0.010434041179396761,-0.1071650451254867,-0.1100545704194192,-0.13187068035121477,-0.11133985146199193,0.16685563930336594,0.022403138185994858,0.044415944960367285,0.018396311068086507,1.0,-0.06755425196286965,0.2401406458755607,0.23994758736478056,0.3023599450195791,0.31863626686546365,-0.053552864423638165,0.010360219652433668,0.12885993966926607,0.2844796510878587,0.10733618425826469,0.17990143697748592,0.17596628795960276,0.18249831525414345,-0.10843175968324799,-0.09440344887791154,0.15441636117417215,0.034928299178403115,0.08868297917322134,-0.07366445737282477,0.22501573441443046,0.36757641944469865,0.3077057073294375,0.23894975084670145,0.20309851367046178,0.22454197054504535,-0.20041558336265974,-0.17469595185789968,-0.007940797057131058,0.028924279103376072,-0.04657907311557203,-0.39518081538615085,0.4040839490581871
Natural resource depletion,0.017881978132146408,-0.28811525111044034,-0.27823806059239137,-0.0015799750368878593,-0.09100935009882459,-0.22582594922913019,-0.21923407690925156,-0.19803780244985694,-0.21733350961738818,0.23749208298655847,-0.3076158338888605,-0.22089996592581224,-0.04028210300192055,-0.05352308416189577,-0.08257565427365426,0.30323275555418494,0.3041667975394128,-0.35196911260608815,-0.05245661818623168,-0.05025855452246132,-0.26206852877788245,-0.31245371786873505,-0.026655931393712754,0.28962712942410984,0.2605815693362855,0.08761234225915207,0.19699937573117238,-0.0886185754017286,0.1763970192874157,0.06653750199917707,0.00646014299677115,-0.16856831146463933,0.05971866350904421,0.04963885568144899,0.029773611452928048,-0.17680262911759057,0.06241355296528609,-0.06524301834456377,0.25491860449129583,0.21674831881984424,0.277475418938692,0.31646400814043163,0.011550858878221614,-0.05156781114989026,-0.0038754388953052047,0.03732107774590149,-0.06755425196286965,1.0,-0.2355661249511512,-0.21696588290202626,-0.24368477588072682,-0.20514545301640633,0.25129297030819947,0.042277841269829836,-0.00902338147311241,-0.08400111515261505,-0.2520876432019665,-0.2691940587996066,-0.15588846773109932,-0.17670964721261845,0.06058330915107015,-0.11182894456387323,-0.17150872494590472,-0.045423846482706184,-0.07094024241346168,0.13039390450745017,-0.16940770377694137,-0.2718460550587043,-0.3708720631950984,-0.2303915947355255,-0.20435752847556668,-0.21066235758496896,0.219582563925063,0.20697109471231934,-0.2358605351288952,0.02424795102172429,0.046570594078707325,0.25533428956184345,-0.2480655785132958
"Mean years of education, female (galactic years)",0.11055968099232778,0.677679659978706,0.679818366382526,0.4637827332702398,0.6548770847196821,0.7373516545646271,0.8806053595165613,0.7929118688250958,0.8519785523591101,-0.7523574692423498,0.6869819504742407,0.7232421176562264,0.1083276659868074,-0.0028093443632595362,0.6044151480770485,-0.7263042088378722,-0.7323219030683713,0.6479089217929547,-0.0181812564605805,0.014823914682900076,0.6824415351079065,0.7372896791952689,-0.03319172897348751,-0.7766806736561666,-0.6860487051010701,0.008046841345662263,-0.7353245094343386,0.11684553635022489,-0.6686337398597924,-0.1794808745388848,-0.05646614277320264,0.6583847870183037,-0.3230797998891944,-0.1942115830863936,0.026633692698763232,0.23743430428903947,0.035198764387538696,0.16997788589147972,-0.6513031591458275,-0.5052735500541431,-0.5780942548935809,-0.5229875132883608,0.5097423307695959,0.0501377567734881,0.12213913585909131,0.21741128803061968,0.2401406458755607,-0.2355661249511512,1.0,0.9155892980667344,0.7956538709173696,0.7133941689526756,-0.6652923111925794,-0.5916428353043145,0.4938067240656383,0.5633054739951339,0.715925959576452,0.39940477052903467,0.8631155188273312,0.834304741177279,0.06456304628346646,-0.044559023918811655,0.8619078901907995,0.05748221180966104,0.3038238537567738,-0.36511919770214935,0.5724849157325773,0.7028166336882969,0.34642981426202085,0.8416901540372976,0.8061196483377587,0.7185654825474037,-0.8167270901730906,-0.7726909873184595,0.25223968841998845,-0.17556332678237585,-0.03894874068994509,-0.7458898337309892,0.5912679227951207
"Mean years of education, male (galactic years)",0.11567356294033801,0.6518093242773021,0.6547577106062786,0.44123747371625827,0.6348342803222393,0.7205032630907302,0.8841329861162596,0.7800105922196656,0.8512961680826269,-0.7334774329310934,0.6588081212892885,0.7041637582751002,0.09409524345381241,0.004864452376018606,0.5813884670784348,-0.7030414012826947,-0.6982778723904223,0.6658256698477907,-0.01044462276737617,0.013729860659210589,0.6593505255311081,0.714031669541149,-0.030540724140575834,-0.763326635151232,-0.6897392916623211,-0.04964755953992024,-0.7008561346368859,0.14053797485595623,-0.6416924313483028,-0.2261638931441334,-0.07150483335316223,0.6173008909784321,-0.38427337643536086,-0.23779616120352248,0.032741283462953,0.1995448342395965,-0.02636901694498091,0.19751277496633696,-0.6425008169147829,-0.48823769487343266,-0.5383754132478179,-0.4726603855771816,0.49396407473139387,0.048823037627464344,0.11741076191859541,0.23132417167830116,0.23994758736478056,-0.21696588290202626,0.9155892980667344,1.0,0.7594725998868843,0.7367366083608166,-0.6511253496929197,-0.5781126997996082,0.47540267171796213,0.5533366939035869,0.710613011006427,0.38473701582345127,0.8650176898699186,0.8723754413651883,0.04454119340725314,-0.06550676340442944,0.8774700027427267,0.05721664686530777,0.2631691175863108,-0.36583495956244017,0.5434391211007268,0.7097875329180866,0.3360327938456508,0.8137077944459274,0.8062578569488866,0.6167522155916619,-0.7846714478221495,-0.7653357970543312,0.21462931092858561,-0.18437130261828358,-0.058265085303100095,-0.7611311857218049,0.6129724965888201
"Expected years of education, female (galactic years)",0.1261853309239701,0.7285669748129201,0.7310353996881801,0.49435016794481307,0.7264564633711866,0.8644058945533426,0.7558405061163697,0.8325257105142541,0.8363666759754942,-0.7937687934680385,0.7439169116395113,0.7470277353270639,0.0761287184559437,-0.03307162424309706,0.6587795282178047,-0.7813046210738989,-0.7973116921503219,0.6406971500073713,-0.05310810365574365,-0.027135225776177694,0.7568725025684078,0.791817157175843,-0.06511325093122473,-0.7704655638318945,-0.6814647477079766,0.06872898538695923,-0.7662003958228701,0.15805416391964144,-0.7507365533894022,-0.22345041633817808,-0.1438707434871414,0.7345028097912112,-0.29340663136984635,-0.2419788128536216,0.040601344284356036,0.1634982902536312,0.10241734465087185,0.22963901528304084,-0.681012612632365,-0.5841438370258639,-0.6489990459267798,-0.6198487205972758,0.5294249212289234,0.018223614356423667,0.10323588060244049,0.2159311916334702,0.3023599450195791,-0.24368477588072682,0.7956538709173696,0.7594725998868843,1.0,0.9057998126542579,-0.687367338624337,-0.5866020436305016,0.5412129300289232,0.5940361396906041,0.7346300837448282,0.398977791237682,0.6812544971227402,0.6561038152576023,0.0325725551459018,-0.07984842691100097,0.6862716071816295,0.030971091220575158,0.5249335131194147,-0.42080081454364365,0.6387669159698542,0.7182433521826842,0.3715434028939502,0.8659670573437009,0.8378125115051884,0.7056538371110853,-0.7954102664525265,-0.7632670939802557,0.2552722412502627,-0.16044652456774158,0.0005270979131577182,-0.727651695087718,0.6033437980160424
"Expected years of education, male (galactic years)",0.1344708611405548,0.6820629331332833,0.6840767190160959,0.47776849194978305,0.6944571523955111,0.8471975637852036,0.7087565256105056,0.7985108402137924,0.8027655481762344,-0.762529539932986,0.6799419173178393,0.6806402836719367,0.010748451906301457,-0.004283974609978457,0.634167690097874,-0.7100533523508504,-0.7206277186119933,0.6499351239723585,-0.03187610285432351,0.007041643179147406,0.7197394112849949,0.735351537349472,-0.039457169566544145,-0.719495790567707,-0.6238960176824396,-0.0007191591848242668,-0.6960727974661786,0.13349731324923234,-0.7086833185487263,-0.22942689401526387,-0.1285979589148204,0.7016469161306711,-0.29974541499993046,-0.2380467143827054,0.038346956063806316,0.1174352053306947,0.009581515037454729,0.20784089977850911,-0.6401089554497682,-0.5655147177726149,-0.5429605705162276,-0.5082815233422507,0.5156081058829804,0.037044202282294415,0.09539782662486124,0.19871200368797842,0.31863626686546365,-0.20514545301640633,0.7133941689526756,0.7367366083608166,0.9057998126542579,1.0,-0.6123567635591534,-0.5488977624268631,0.5260673117802956,0.5931872547051461,0.6732753413526918,0.4063918234564819,0.6397755871006349,0.6498218477920629,-0.029449188743887696,-0.13000814433294827,0.6506582195374748,0.04937805968878864,0.501464958560498,-0.43149344495436953,0.6102498742784292,0.7079137527259178,0.3866372677835875,0.8093198612596686,0.823423436594243,0.5508066439202223,-0.751109508753235,-0.7422626598285551,0.18682683572964534,-0.15954472149616022,0.002194798637407395,-0.7163599855935355,0.6247116316779033
"Maternal mortality ratio (deaths per 100,000 live births)",-0.07161341863396709,-0.7873458971346734,-0.7876909325629279,-0.3950340990140437,-0.6469938557676421,-0.6552535989791082,-0.6388086953674454,-0.7406580230387367,-0.6712417050173634,0.6772553198229244,-0.7665502233064804,-0.7720384137347412,-0.20664036308595157,0.00023471949253602538,-0.5389909444536465,0.8724067902529474,0.8568512631056588,-0.46956299904236026,0.010854523616232556,0.002778251801994434,-0.8001826849429582,-0.8416886295647038,0.0270970801791503,0.7090931646823397,0.7417134997665847,-0.11079992641208393,0.7281166546410897,-0.1414393964846943,0.6886806038956046,0.33139283165834854,0.35947649938150467,-0.621620154637469,0.1546922439269322,0.30841474809962444,0.047898974882389866,0.03983719061362013,-0.16034459228940368,-0.21440761316503332,0.797954234380877,0.6807923301375112,0.6470844460201349,0.6398741170824036,-0.43515167575957703,-0.013205305893362777,-0.08095253316893257,-0.19024108373622445,-0.053552864423638165,0.25129297030819947,-0.6652923111925794,-0.6511253496929197,-0.687367338624337,-0.6123567635591534,1.0,0.6814204204216854,-0.4606911829415789,-0.4406815425308727,-0.7909050705380954,-0.30182063530152986,-0.5802402817891019,-0.5401448582866052,-0.12484821427054714,0.018902881282290552,-0.5948708987451611,-0.014751144550816686,-0.3886740601865744,0.4856960641278769,-0.5383085696972522,-0.5382419471778347,-0.06868184691875703,-0.7462887843632856,-0.7512729207839302,-0.5402989258966366,0.6878137626492755,0.7008045089394533,-0.4411614159571838,0.26813764466809703,0.02490646922055688,0.5732687690073827,-0.3996420020425335
Renewable energy consumption (% of total final energy consumption),-0.02763026003487261,-0.650226384504216,-0.6547202416499468,-0.4317743712668349,-0.6545903887769796,-0.5676250513321772,-0.5800250015761618,-0.6752099677533728,-0.59812827184177,0.6191196848282509,-0.6775516793659933,-0.7139100955862253,-0.18558752893753183,-0.04818647941326652,-0.5911372507930449,0.6869598144624269,0.6721752461812962,-0.36537479000951173,-0.04161280665257009,-0.05530615201429024,-0.6499617841344167,-0.6818303680909263,-0.022674173073599677,0.638591753486765,0.6544139371553728,-0.17859366314030672,0.7293099584770384,-0.21470769159375513,0.7388192985367426,0.4490534559562253,0.4726586034995975,-0.6752369208520255,0.2624604120662512,0.4459103432986443,0.18529732559429551,0.1557750707340568,-0.20176842990338034,-0.2771389942405826,0.6671874095082712,0.5629583807546462,0.5162667298115909,0.4582591362300763,-0.4677806619821786,-0.06907476118346635,-0.07452976847255556,-0.27842287225656914,0.010360219652433668,0.042277841269829836,-0.5916428353043145,-0.5781126997996082,-0.5866020436305016,-0.5488977624268631,0.6814204204216854,1.0,-0.5062387277450086,-0.429313170633314,-0.7489772276051823,-0.3141836240988813,-0.545639169545878,-0.5307326223731526,-0.12036160295615497,0.015915475130248838,-0.5733144968215157,-0.08962438632371188,-0.24023213713219696,0.43223253482831436,-0.4749034737265873,-0.4713059111050403,-0.12784371865255495,-0.6545244599397058,-0.7074835292421267,-0.4026708631009599,0.5987029274002553,0.6222570386870016,-0.32818008018173256,0.23824122532712305,0.014533840767947798,0.4866833250926932,-0.2663252443238463
"Estimated gross galactic income per capita, male",0.027923114301690484,0.5523061013402323,0.5605765125465979,0.9045873063032733,0.7707744495046154,0.5096842717482102,0.46507569790982345,0.6422743320642608,0.5063781219690738,-0.6880992940799623,0.5167679409668854,0.5690777898504398,0.03573551415808177,-0.01218649942391562,0.6272382617186908,-0.5215288237984439,-0.5508730132758776,0.35686093558224874,-0.010183507419969434,-0.011834214066933163,0.6038208882580511,0.5663096333448442,-0.034623809291105485,-0.5921002001263262,-0.5243176170805312,0.33770251512724664,-0.6664254353942323,-0.108293504403418,-0.632072956882706,-0.033976366141030195,-0.15564498611409727,0.6332039603601772,-0.020318729644861595,-0.007892389088551778,-0.09656265934214345,-0.12688858585984808,0.27726129641030045,-0.01731059614587528,-0.5329917131020425,-0.5684732491441769,-0.3481358619556299,-0.3496801948743323,0.9404428279768214,0.03262877014867864,0.14703854182997425,0.2990568703171453,0.12885993966926607,-0.00902338147311241,0.4938067240656383,0.47540267171796213,0.5412129300289232,0.5260673117802956,-0.4606911829415789,-0.5062387277450086,1.0,0.8638590896527328,0.5407883519183226,0.4179656187049864,0.44334399415090786,0.41061341910210136,-0.020798854697960195,-0.211898068577307,0.4252789478416458,0.04681922088318292,0.13768823085213994,-0.3805782333152694,0.5336238860713945,0.6545030919245928,0.11869933204219082,0.6651716282503222,0.6790006879940326,0.37628900975383656,-0.6896434750916366,-0.7175528844488994,0.33548352435189455,-0.1727330389724002,-0.13648870985972678,-0.5265753676477656,0.5251701396407387
"Estimated gross galactic income per capita, female",0.04617515186081439,0.5517487947340058,0.563327108024724,0.8338605262528833,0.7616842291727224,0.5686869129244718,0.5451910023128687,0.672098431585454,0.5804391103791128,-0.7170962915246223,0.5154081213214913,0.556103207736229,0.03105094022927737,-0.0028344679727561714,0.6146484054783539,-0.5174318072314735,-0.5562462892555712,0.515367577292451,-0.0028880303798457505,-0.005486279466345093,0.6029103746257237,0.5726540186663368,-0.025155574081240306,-0.6219286444518175,-0.5289899222879593,0.1563865986786746,-0.6365996503528001,-0.08575533767783844,-0.6190409640389699,0.012484674740309764,0.024853132836687344,0.652873224278967,-0.12230692608448239,0.028600902145476597,0.04452190030585123,0.11448798566407012,0.11273097270472338,-0.008052120115621906,-0.5198336681278497,-0.5411943623470551,-0.3330507217061391,-0.3431287801854308,0.8727403491341688,0.04325178380436169,0.15365293301760113,0.2871563167656788,0.2844796510878587,-0.08400111515261505,0.5633054739951339,0.5533366939035869,0.5940361396906041,0.5931872547051461,-0.4406815425308727,-0.429313170633314,0.8638590896527328,1.0,0.506325258025368,0.4949881466269633,0.5215909686903927,0.4895355688648234,0.014469377005603565,-0.23471150308293026,0.49642429715655567,0.05330077146629227,0.15287151817282857,-0.3628845106025637,0.5352504766127216,0.7362939151699885,0.25526444761405825,0.7192575082441535,0.6979596218023664,0.46346092644248976,-0.746702464675481,-0.7427156221626676,0.33553138620363754,-0.17298292448226069,-0.1713936501812489,-0.6398512090688675,0.6803575055894752
Rural population with access to electricity (%),0.035546975275834204,0.8017430448186227,0.8071410092133601,0.46693768699503296,0.7067758307496776,0.6927199705684535,0.6948109440715421,0.7979631716479816,0.7234588372680814,-0.757184371105733,0.8280417242438117,0.8745935337523402,0.1174057030784065,0.037136196651630246,0.6089655203448671,-0.8215009902516871,-0.8152423366916094,0.5583838952406901,0.019677571484055727,0.02853144466562509,0.8193179360057082,0.8593999588678382,0.0018613229981997682,-0.7941301620265936,-0.7662037483043401,0.14133068859696277,-0.7936088457688862,0.12038523096898526,-0.7744501468744235,-0.39078489127284716,-0.3937480357157006,0.7035089411689907,-0.2578659786891211,-0.3531657022405973,-0.10355600865056551,-0.08343750328826793,0.16742437398430246,0.21330243901103282,-0.8275614486373972,-0.7211004230226599,-0.6336257432441409,-0.5750296270882996,0.5125699851819517,0.05157806008487667,0.062089314153436215,0.19617288910103317,0.10733618425826469,-0.2520876432019665,0.715925959576452,0.710613011006427,0.7346300837448282,0.6732753413526918,-0.7909050705380954,-0.7489772276051823,0.5407883519183226,0.506325258025368,1.0,0.3521206277340058,0.651705634901405,0.6274676017523495,0.054278480566909926,-0.0509268454700299,0.654227799429789,0.0612146925215593,0.325690443754426,-0.5968404201065453,0.5824552967318385,0.6411203752468714,0.21769331197611005,0.7775093282972203,0.8150869160567472,0.4995097730960731,-0.7337834218508,-0.7468754689190983,0.3543515060721432,-0.3992780150514523,-0.024220469367951067,-0.6516695354994252,0.47332569954132114
Domestic credit provided by financial sector (% of GGP),0.02660604283228744,0.46506788805905264,0.45859394052509106,0.394534788595949,0.46909463102915344,0.4150357933143443,0.39383065886672697,0.4698285011018218,0.4091893981302897,-0.5069841895301235,0.378845507889372,0.3996473532423427,0.08469899364002625,0.12504870829430192,0.38936118787234003,-0.3740368452811534,-0.41296727825625346,0.5135044301587369,0.13891228522740556,0.15270704754625083,0.4841418607593389,0.4708032638562211,0.1221288780649146,-0.49121196495524777,-0.4331350236618072,-0.008671769673266029,-0.4227939014637189,-0.02507158051942145,-0.4123605485356856,-0.14532369694953134,-0.10574711669547794,0.4076501007208045,-0.17862685621212693,-0.11461730286788517,-0.08714260134418257,0.057919463527549134,-0.0447810409659176,0.013851733587680999,-0.4074578796343774,-0.4356462335473086,-0.20988499771436175,-0.25354241489882906,0.4113476726351468,0.18700131146304433,0.18505705636498865,0.16422123152583334,0.17990143697748592,-0.2691940587996066,0.39940477052903467,0.38473701582345127,0.398977791237682,0.4063918234564819,-0.30182063530152986,-0.3141836240988813,0.4179656187049864,0.4949881466269633,0.3521206277340058,1.0,0.2959645331187706,0.3040169299354224,0.07539806159694573,-0.14048433125817042,0.3134990160182884,0.166580346028571,0.055677365520226396,-0.2878038451069266,0.31982709339434084,0.5392722037945771,0.34012566226551355,0.46935395167314936,0.4882237894574406,0.2566018962430233,-0.5014519018095538,-0.5275659492994501,0.10504383641825535,-0.1581757336035712,-0.1270356758692247,-0.48055802756106547,0.5449387295666542
